0.3	-4.62903746	-11.75958163	-2.44099544	-10.03510235
0.301	-4.62585741313948	-11.7491665834519	-2.44219973449773	-10.0266156479252
0.302	-4.62265072729777	-11.7387165177502	-2.44338309876497	-10.0181028834244
0.303	-4.61941786975785	-11.7282322576797	-2.44454572472025	-10.0095646786073
0.304	-4.61615930218384	-11.7177146175377	-2.44568780248299	-10.0010016476707
0.305	-4.61287548068177	-11.7071644012503	-2.44680952039083	-9.99241439698592
0.306	-4.60956685585992	-11.6965824024869	-2.44791106501687	-9.98380352518524
0.307	-4.60623387288839	-11.6859694047738	-2.44899262118668	-9.97516962324788
0.308	-4.60287697155812	-11.675326181607	-2.45005437199516	-9.9665132745846
0.309	-4.59949658633926	-11.6646534965627	-2.45109649882326	-9.95783505512165
0.31	-4.59609314643896	-11.6539521034079	-2.45211918135452	-9.94913553338379
0.311	-4.59266707585855	-11.6432227462088	-2.4531225975914	-9.94041527057646
0.312	-4.58921879345015	-11.6324661594391	-2.45410692387155	-9.93167482066701
0.313	-4.58574871297261	-11.6216830680862	-2.45507233488381	-9.9229147304652
0.314	-4.58225724314697	-11.6108741877565	-2.45601900368417	-9.91413553970276
0.315	-4.57874478771129	-11.6000402247804	-2.45694710171144	-9.90533778111214
0.316	-4.57521174547491	-11.589181876315	-2.45785679880288	-9.89652198050444
0.317	-4.57165851037215	-11.5782998304466	-2.45874826320963	-9.88768865684653
0.318	-4.56808547151546	-11.5673947662916	-2.45962166161198	-9.87883832233732
0.319	-4.56449301324801	-11.5564673540968	-2.46047715913448	-9.8699714824833
0.32	-4.56088151519574	-11.5455182553384	-2.46131491936099	-9.86108863617319
0.321	-4.55725135231883	-11.5345481228194	-2.46213510434944	-9.8521902757519
0.322	-4.55360289496271	-11.5235576007675	-2.46293787464658	-9.84327688709361
0.323	-4.54993650890843	-11.5125473249301	-2.46372338930248	-9.83434894967422
0.324	-4.54625255542265	-11.5015179226697	-2.46449180588497	-9.82540693664289
0.325	-4.54255139130694	-11.4904700130577	-2.46524328049388	-9.81645131489289
0.326	-4.53883336894672	-11.4794042069673	-2.46597796777518	-9.80748254513177
0.327	-4.53509883635957	-11.4683211071654	-2.46669602093494	-9.79850108195065
0.328	-4.53134813724313	-11.4572213084036	-2.46739759175322	-9.7895073738929
0.329	-4.52758161102241	-11.446105397508	-2.46808283059772	-9.78050186352204
0.33	-4.52379959289672	-11.4349739534687	-2.46875188643743	-9.77148498748894
0.331	-4.52000241388597	-11.4238275475276	-2.469404906856	-9.76245717659829
0.332	-4.51619040087661	-11.4126667432656	-2.47004203806511	-9.75341885587442
0.333	-4.51236387666702	-11.4014920966888	-2.47066342491764	-9.74437044462634
0.334	-4.50852316001244	-11.3903041563141	-2.47126921092069	-9.73531235651219
0.335	-4.50466856566947	-11.3791034632535	-2.47185953824855	-9.72624499960295
0.336	-4.50080040444003	-11.3678905512975	-2.47243454775548	-9.71716877644545
0.337	-4.49691898321492	-11.3566659469983	-2.47299437898836	-9.70808408412483
0.338	-4.49302460501691	-11.345430169751	-2.47353917019928	-9.6989913143262
0.339	-4.48911756904336	-11.3341837318747	-2.47406905835794	-9.68989085339572
0.34	-4.48519817070845	-11.3229271386929	-2.47458417916398	-9.68078308240106
0.341	-4.48126670168485	-11.3116608886124	-2.47508466705912	-9.67166837719117
0.342	-4.47732344994512	-11.3003854732018	-2.47557065523926	-9.6625471084554
0.343	-4.47336869980252	-11.289101377269	-2.47604227566644	-9.65341964178207
0.344	-4.4694027319515	-11.2778090789383	-2.47649965908062	-9.64428633771635
0.345	-4.46542582350769	-11.2665090497256	-2.47694293501143	-9.63514755181758
0.346	-4.46143824804757	-11.2552017546143	-2.47737223178979	-9.62600363471593
0.347	-4.45744027564758	-11.2438876521293	-2.47778767655933	-9.61685493216849
0.348	-4.45343217292295	-11.2325671944103	-2.47818939528782	-9.60770178511477
0.349	-4.44941420306609	-11.2212408272849	-2.47857751277843	-9.59854452973161
0.35	-4.44538662588451	-11.2099089903407	-2.47895215268085	-9.58938349748746
0.351	-4.44134969783842	-11.1985721169961	-2.47931343750236	-9.58021901519618
0.352	-4.43730367207794	-11.187230634571	-2.47966148861875	-9.57105140507015
0.353	-4.43324879847981	-11.1758849643566	-2.47999642628517	-9.56188098477294
0.354	-4.42918532368387	-11.1645355216842	-2.48031836964683	-9.55270806747131
